rf_best_params,rf_cv_best,rf_test_accuracy,gb_best_params,gb_cv_best,gb_test_accuracy,winner,winner_test_accuracy
"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 500}",0.6232004429678848,0.6287375415282392,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 250}",0.5927464008859359,0.6038205980066446,RandomForest (tuned),0.6287375415282392
